,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,avg_household_members,ocean_<1H OCEAN,ocean_INLAND,ocean_ISLAND,ocean_NEAR BAY,ocean_NEAR OCEAN,median_house_value
5190,-118.27,33.93,36.0,1467.0,369.0,1247.0,347.0,1.8191,3.5936599423631126,1,0,0,0,0,11.437134538982278
5191,-118.26,33.93,36.0,1102.0,247.0,702.0,225.0,1.5256,3.12,1,0,0,0,0,11.465844339561734
5192,-118.26,33.93,42.0,1433.0,295.0,775.0,293.0,1.1326,2.645051194539249,1,0,0,0,0,11.559818592808288
5193,-118.25,33.93,42.0,657.0,147.0,526.0,132.0,2.5,3.984848484848485,1,0,0,0,0,11.610061250069942
5194,-118.26,33.92,40.0,1076.0,244.0,705.0,255.0,1.7986,2.764705882352941,1,0,0,0,0,11.501874628783144
5195,-118.27,33.92,36.0,1465.0,346.0,1147.0,324.0,1.7262,3.5401234567901234,1,0,0,0,0,11.394153190178114
5196,-118.27,33.94,43.0,1309.0,344.0,1182.0,340.0,1.6625,3.476470588235294,1,0,0,0,0,11.39302644219128
5197,-118.27,33.94,30.0,1764.0,397.0,1406.0,362.0,1.449,3.883977900552486,1,0,0,0,0,11.441440204346033
5198,-118.27,33.94,39.0,2078.0,561.0,1901.0,504.0,1.1468,3.7718253968253967,1,0,0,0,0,11.481445117743048
5199,-118.28,33.93,21.0,847.0,278.0,1283.0,277.0,1.4329,4.631768953068592,1,0,0,0,0,11.452123952509567
5200,-118.28,33.94,32.0,1381.0,375.0,1268.0,354.0,1.1051,3.5819209039548023,1,0,0,0,0,11.45318607621936
5201,-118.28,33.94,9.0,456.0,130.0,438.0,114.0,0.8952,3.8421052631578947,1,0,0,0,0,11.305913595583258
5202,-118.28,33.94,44.0,1631.0,338.0,1197.0,355.0,3.0788,3.371830985915493,1,0,0,0,0,11.51293546492023
5203,-118.28,33.93,42.0,1898.0,460.0,1503.0,429.0,2.5179,3.5034965034965033,1,0,0,0,0,11.486591756518374
5204,-118.29,33.93,43.0,2021.0,379.0,1051.0,352.0,3.3836,2.9857954545454546,1,0,0,0,0,11.774527900858468
5205,-118.29,33.94,47.0,1782.0,338.0,1003.0,329.0,2.5398,3.048632218844985,1,0,0,0,0,11.568369632551514
5206,-118.28,33.93,41.0,936.0,257.0,913.0,226.0,2.0313,4.039823008849558,1,0,0,0,0,11.716690459057835
5207,-118.29,33.92,40.0,1935.0,461.0,1616.0,433.0,2.875,3.7321016166281753,1,0,0,0,0,11.696920620516192
5208,-118.29,33.93,41.0,896.0,198.0,605.0,168.0,2.2778,3.6011904761904763,1,0,0,0,0,11.760574294255605
5209,-118.27,33.93,38.0,2073.0,500.0,1657.0,470.0,1.2098,3.525531914893617,1,0,0,0,0,11.389638560778947
5210,-118.28,33.92,39.0,1274.0,282.0,975.0,277.0,1.5114,3.51985559566787,1,0,0,0,0,11.412010608265987
5211,-118.28,33.93,43.0,269.0,74.0,295.0,79.0,2.2969,3.7341772151898733,1,0,0,0,0,11.41422052949775
5212,-118.28,33.93,45.0,529.0,112.0,448.0,120.0,3.5833,3.7333333333333334,1,0,0,0,0,11.41422052949775
5213,-118.28,33.93,52.0,117.0,33.0,74.0,45.0,0.4999,1.6444444444444444,1,0,0,0,0,11.41422052949775
5214,-118.25,33.94,44.0,1463.0,312.0,940.0,312.0,2.3333,3.0128205128205128,1,0,0,0,0,11.510933482289435
5215,-118.25,33.94,43.0,1113.0,378.0,1305.0,334.0,1.1434,3.907185628742515,1,0,0,0,0,11.421917019425596
5216,-118.25,33.94,43.0,793.0,537.8705525375618,736.0,231.0,0.8527,3.186147186147186,1,0,0,0,0,11.412010608265987
5217,-118.23,33.95,37.0,2667.0,671.0,2865.0,683.0,0.6831,4.194729136163982,1,0,0,0,0,11.37940550085183
5218,-118.24,33.95,40.0,1193.0,280.0,1210.0,286.0,1.35,4.230769230769231,1,0,0,0,0,11.402005077384885
5219,-118.24,33.95,37.0,649.0,147.0,653.0,147.0,1.4792,4.442176870748299,1,0,0,0,0,11.487617913343598
5220,-118.24,33.95,36.0,2316.0,543.0,1938.0,507.0,1.25,3.8224852071005917,1,0,0,0,0,11.486591756518374
5221,-118.24,33.95,21.0,1260.0,342.0,1167.0,310.0,0.9708,3.764516129032258,1,0,0,0,0,11.586185220346932
5222,-118.25,33.95,28.0,2136.0,537.8705525375618,1799.0,476.0,1.5427,3.7794117647058822,1,0,0,0,0,11.468984026707245
5223,-118.24,33.95,37.0,441.0,125.0,390.0,98.0,1.6513,3.979591836734694,1,0,0,0,0,11.409795792463761
5224,-118.25,33.95,25.0,764.0,200.0,801.0,220.0,1.1384,3.640909090909091,1,0,0,0,0,11.51293546492023
5225,-118.25,33.93,40.0,975.0,270.0,1068.0,270.0,0.9889,3.9555555555555557,1,0,0,0,0,11.37940550085183
5226,-118.25,33.93,36.0,2452.0,734.0,2664.0,667.0,0.9298,3.9940029985007497,1,0,0,0,0,11.51293546492023
5227,-118.25,33.93,42.0,819.0,233.0,899.0,228.0,1.1346,3.942982456140351,1,0,0,0,0,11.355113089309977
5228,-118.24,33.94,37.0,869.0,241.0,1040.0,233.0,2.0,4.463519313304721,1,0,0,0,0,11.340962076644454
5229,-118.24,33.94,34.0,796.0,180.0,673.0,144.0,2.0769,4.673611111111111,1,0,0,0,0,11.388506711556236
5230,-118.24,33.93,37.0,1027.0,258.0,824.0,248.0,1.5132,3.3225806451612905,1,0,0,0,0,11.3655964644899
5231,-118.24,33.93,32.0,779.0,201.0,861.0,219.0,1.0625,3.9315068493150687,1,0,0,0,0,11.405351390085748
5232,-118.24,33.94,42.0,380.0,106.0,411.0,100.0,0.9705,4.11,1,0,0,0,0,11.407576060361786
5233,-118.24,33.94,39.0,1215.0,273.0,1211.0,265.0,1.7212,4.569811320754717,1,0,0,0,0,11.466891997618188
5234,-118.23,33.94,39.0,1141.0,258.0,1313.0,234.0,2.0187,5.611111111111111,1,0,0,0,0,11.408686542313973
5235,-118.23,33.94,35.0,1090.0,267.0,1339.0,263.0,2.1607,5.091254752851711,1,0,0,0,0,11.488643018250334
5236,-118.23,33.94,36.0,1110.0,537.8705525375618,1417.0,302.0,2.3333,4.69205298013245,1,0,0,0,0,11.430641079947755
5237,-118.24,33.94,30.0,940.0,211.0,1071.0,204.0,1.2679,5.25,1,0,0,0,0,11.429554725537322
5238,-118.23,33.93,36.0,501.0,123.0,487.0,118.0,1.3,4.127118644067797,1,0,0,0,0,11.373674891823535
5239,-118.23,33.93,39.0,2065.0,532.0,2015.0,535.0,0.8478,3.7663551401869158,1,0,0,0,0,11.560772327227417
5240,-118.24,33.93,32.0,1063.0,282.0,992.0,253.0,0.8984,3.9209486166007905,1,0,0,0,0,11.39302644219128
5241,-118.39,34.12,29.0,6447.0,1012.0,2184.0,960.0,8.2816,2.275,1,0,0,0,0,13.122367377396328
5242,-118.4,34.11,32.0,5578.0,753.0,1567.0,697.0,15.0001,2.248206599713056,1,0,0,0,0,13.122367377396328
5243,-118.42,34.12,27.0,2089.0,303.0,654.0,270.0,12.3767,2.422222222222222,1,0,0,0,0,13.122367377396328
5244,-118.43,34.11,27.0,10806.0,1440.0,3511.0,1352.0,12.7296,2.5968934911242605,1,0,0,0,0,13.122367377396328
5245,-118.43,34.09,27.0,1613.0,200.0,497.0,197.0,7.9835,2.5228426395939088,1,0,0,0,0,13.122367377396328
5246,-118.45,34.12,20.0,10722.0,1617.0,3731.0,1511.0,9.7449,2.4692256783587028,1,0,0,0,0,13.122367377396328
5247,-118.44,34.09,36.0,3129.0,392.0,862.0,334.0,15.0001,2.5808383233532934,1,0,0,0,0,13.122367377396328
5248,-118.43,34.08,46.0,778.0,90.0,238.0,93.0,15.0001,2.5591397849462365,1,0,0,0,0,13.122367377396328
5249,-118.45,34.08,52.0,1500.0,176.0,384.0,145.0,7.1576,2.6482758620689655,1,0,0,0,0,13.122367377396328
5250,-118.45,34.1,31.0,6675.0,842.0,2092.0,796.0,11.8442,2.628140703517588,1,0,0,0,0,13.122367377396328
5251,-118.46,34.08,35.0,3247.0,525.0,1065.0,484.0,7.8426,2.200413223140496,1,0,0,0,0,13.122367377396328
5252,-118.47,34.1,32.0,8041.0,1141.0,2768.0,1106.0,11.1978,2.5027124773960217,1,0,0,0,0,13.122367377396328
5253,-118.49,34.11,27.0,6603.0,879.0,2336.0,868.0,13.2935,2.6912442396313363,1,0,0,0,0,13.122367377396328
5254,-118.48,34.07,29.0,4767.0,777.0,1500.0,638.0,10.7937,2.3510971786833856,1,0,0,0,0,13.122367377396328
5255,-118.48,34.07,40.0,3351.0,484.0,1564.0,523.0,8.5153,2.9904397705544934,1,0,0,0,0,13.122367377396328
5256,-118.48,34.07,37.0,4042.0,549.0,1318.0,542.0,12.8665,2.4317343173431736,1,0,0,0,0,13.122367377396328
5257,-118.49,34.06,42.0,2861.0,360.0,829.0,310.0,15.0001,2.674193548387097,1,0,0,0,0,13.122367377396328
5258,-118.49,34.07,36.0,2929.0,366.0,1054.0,352.0,13.5728,2.9943181818181817,1,0,0,0,0,13.122367377396328
5259,-118.51,34.11,29.0,9013.0,1117.0,2919.0,1061.0,13.947,2.751178133836004,1,0,0,0,0,13.122367377396328
5260,-118.5,34.05,39.0,1487.0,163.0,414.0,160.0,15.0,2.5875,1,0,0,0,0,13.122367377396328
5261,-118.53,34.09,37.0,5477.0,833.0,1925.0,757.0,8.1888,2.542932628797886,1,0,0,0,0,13.122367377396328
5262,-118.52,34.05,45.0,1814.0,325.0,709.0,311.0,4.825,2.279742765273312,1,0,0,0,0,13.122367377396328
5263,-118.52,34.04,47.0,1985.0,315.0,819.0,340.0,6.5147,2.4088235294117646,1,0,0,0,0,13.122367377396328
5264,-118.57,34.09,14.0,7970.0,1142.0,2926.0,1096.0,11.2866,2.6697080291970803,1,0,0,0,0,13.122367377396328
5265,-118.54,34.05,33.0,6778.0,1092.0,2540.0,1052.0,8.565,2.414448669201521,1,0,0,0,0,13.122367377396328
5266,-118.55,34.04,41.0,1482.0,239.0,617.0,242.0,8.8619,2.549586776859504,1,0,0,0,0,13.122367377396328
5267,-118.56,34.03,34.0,2095.0,343.0,662.0,299.0,8.2934,2.2140468227424748,1,0,0,0,0,13.122367377396328
5268,-118.56,34.06,24.0,2332.0,349.0,761.0,325.0,7.3031,2.3415384615384616,1,0,0,0,0,13.122367377396328
5269,-118.54,34.06,21.0,3755.0,525.0,1493.0,526.0,11.4233,2.838403041825095,1,0,0,0,0,13.122367377396328
5270,-118.55,34.03,35.0,9075.0,1858.0,3646.0,1724.0,6.0307,2.1148491879350346,1,0,0,0,0,13.122367377396328
5271,-118.52,34.04,42.0,993.0,130.0,368.0,134.0,10.8082,2.746268656716418,1,0,0,0,0,13.122367377396328
5272,-118.52,34.04,43.0,2167.0,254.0,761.0,256.0,13.6842,2.97265625,1,0,0,0,0,13.122367377396328
5273,-118.53,34.04,45.0,1711.0,264.0,735.0,261.0,9.1078,2.8160919540229883,1,0,0,0,0,13.122367377396328
5274,-118.53,34.03,40.0,4350.0,763.0,1551.0,665.0,7.0318,2.3323308270676693,1,0,0,0,0,13.122367377396328
5275,-118.5,34.05,36.0,4152.0,542.0,1461.0,550.0,15.0001,2.6563636363636363,1,0,0,0,0,13.122367377396328
5276,-118.55,33.99,39.0,2603.0,456.0,928.0,410.0,7.9096,2.2634146341463413,0,0,0,0,1,13.122367377396328
5277,-118.51,34.04,38.0,4715.0,691.0,1660.0,637.0,10.1882,2.6059654631083204,1,0,0,0,0,13.122367377396328
5278,-118.47,34.06,45.0,1271.0,190.0,419.0,171.0,7.6447,2.4502923976608186,1,0,0,0,0,13.122367377396328
5279,-118.47,34.06,45.0,3030.0,433.0,916.0,399.0,9.4664,2.2957393483709274,1,0,0,0,0,13.122367377396328
5280,-118.48,34.05,48.0,3623.0,528.0,1282.0,516.0,9.5221,2.4844961240310077,1,0,0,0,0,13.122367377396328
5281,-118.49,34.05,42.0,1918.0,216.0,632.0,224.0,15.0001,2.8214285714285716,1,0,0,0,0,13.122367377396328
5282,-118.47,34.06,26.0,6577.0,1789.0,2937.0,1652.0,4.801,1.7778450363196125,1,0,0,0,0,13.122367377396328
5283,-118.46,34.06,20.0,5448.0,1532.0,2202.0,1442.0,4.2554,1.5270457697642164,1,0,0,0,0,13.122367377396328
5284,-118.47,34.05,25.0,2689.0,719.0,1229.0,663.0,3.5909,1.8536953242835597,1,0,0,0,0,13.122367377396328
5285,-118.46,34.05,25.0,4077.0,1151.0,1719.0,1017.0,3.7721,1.6902654867256637,1,0,0,0,0,12.729323752253295
5286,-118.46,34.05,21.0,3639.0,1002.0,1489.0,983.0,4.6197,1.5147507629704984,1,0,0,0,0,12.86747370841737
5287,-118.47,34.05,22.0,5215.0,1193.0,2048.0,1121.0,4.7009,1.8269402319357717,1,0,0,0,0,13.122367377396328
5288,-118.47,34.05,27.0,4401.0,1033.0,1725.0,962.0,4.175,1.793139293139293,1,0,0,0,0,13.122367377396328
5289,-118.48,34.05,36.0,2143.0,434.0,751.0,396.0,6.7496,1.8964646464646464,1,0,0,0,0,13.122367377396328
5290,-118.49,34.05,45.0,1346.0,214.0,415.0,209.0,7.0285,1.985645933014354,1,0,0,0,0,13.122367377396328
5291,-118.42,34.08,46.0,1399.0,148.0,410.0,152.0,15.0001,2.6973684210526314,1,0,0,0,0,13.122367377396328
5292,-118.43,34.07,34.0,3203.0,483.0,949.0,439.0,10.3467,2.161731207289294,1,0,0,0,0,13.122367377396328
5293,-118.43,34.07,38.0,3251.0,656.0,1251.0,593.0,7.7382,2.109612141652614,1,0,0,0,0,13.122367377396328
5294,-118.44,34.07,26.0,3535.0,748.0,1322.0,666.0,7.1674,1.984984984984985,1,0,0,0,0,13.122367377396328
5295,-118.44,34.07,35.0,1973.0,332.0,1257.0,296.0,8.9565,4.246621621621622,1,0,0,0,0,13.122367377396328
5296,-118.44,34.06,28.0,3910.0,959.0,1763.0,867.0,5.5,2.033448673587082,1,0,0,0,0,13.122367377396328
5297,-118.44,34.07,21.0,730.0,263.0,965.0,224.0,2.0511,4.308035714285714,1,0,0,0,0,12.765691290604371
5298,-118.44,34.06,14.0,520.0,292.0,282.0,213.0,2.2857,1.323943661971831,1,0,0,0,0,13.122367377396328
5299,-118.45,34.07,13.0,4284.0,1452.0,3806.0,1252.0,1.3125,3.0399361022364215,1,0,0,0,0,12.765691290604371
5300,-118.45,34.07,19.0,4845.0,1609.0,3751.0,1539.0,1.583,2.437296946068876,1,0,0,0,0,12.765691290604371
5301,-118.45,34.06,20.0,3367.0,1264.0,2667.0,1131.0,2.2444,2.3580901856763927,1,0,0,0,0,13.122365377402328
5302,-118.46,34.06,46.0,1302.0,215.0,482.0,226.0,7.0674,2.1327433628318584,1,0,0,0,0,13.122367377396328
5303,-118.46,34.07,43.0,2511.0,456.0,808.0,407.0,6.7703,1.9852579852579852,1,0,0,0,0,13.122367377396328
5304,-118.46,34.07,49.0,2418.0,301.0,850.0,318.0,14.2867,2.6729559748427674,1,0,0,0,0,13.122367377396328
5305,-118.46,34.07,42.0,2564.0,460.0,913.0,414.0,9.2225,2.2053140096618358,1,0,0,0,0,13.122367377396328
5306,-118.44,34.06,9.0,5102.0,1695.0,2609.0,1450.0,3.2545,1.7993103448275862,1,0,0,0,0,13.122367377396328
5307,-118.44,34.05,18.0,4780.0,1192.0,1886.0,1036.0,4.4674,1.8204633204633205,1,0,0,0,0,13.122367377396328
5308,-118.44,34.05,32.0,1880.0,435.0,798.0,417.0,4.7109,1.9136690647482015,1,0,0,0,0,13.122365377402328
5309,-118.44,34.05,15.0,5368.0,1312.0,2269.0,1232.0,5.7097,1.8417207792207793,1,0,0,0,0,12.665713390084107
5310,-118.43,34.06,11.0,3184.0,641.0,911.0,463.0,7.2675,1.9676025917926565,1,0,0,0,0,13.122367377396328
5311,-118.43,34.06,41.0,1463.0,267.0,601.0,267.0,5.3777,2.250936329588015,1,0,0,0,0,13.122367377396328
5312,-118.43,34.05,22.0,4251.0,1073.0,1581.0,881.0,5.2555,1.7945516458569808,1,0,0,0,0,13.122367377396328
5313,-118.44,34.06,13.0,4833.0,1119.0,1649.0,807.0,6.2389,2.043370508054523,1,0,0,0,0,13.122367377396328
5314,-118.42,34.06,40.0,2933.0,565.0,1077.0,536.0,6.1527,2.0093283582089554,1,0,0,0,0,13.122367377396328
5315,-118.43,34.06,31.0,1317.0,284.0,523.0,274.0,7.4219,1.9087591240875912,1,0,0,0,0,13.122367377396328
5316,-118.43,34.06,38.0,2982.0,664.0,1122.0,572.0,4.1908,1.9615384615384615,1,0,0,0,0,13.122367377396328
5317,-118.43,34.06,20.0,4600.0,1018.0,1675.0,932.0,5.1999,1.7972103004291846,1,0,0,0,0,13.122367377396328
5318,-118.42,34.06,44.0,533.0,90.0,291.0,97.0,10.8045,3.0,1,0,0,0,0,13.122367377396328
5319,-118.42,34.06,52.0,1881.0,334.0,640.0,321.0,6.871,1.9937694704049844,1,0,0,0,0,13.122367377396328
5320,-118.42,34.05,38.0,4888.0,1126.0,1698.0,937.0,4.8304,1.8121664887940234,1,0,0,0,0,13.122367377396328
5321,-118.43,34.05,52.0,1693.0,290.0,727.0,305.0,6.7115,2.3836065573770493,1,0,0,0,0,13.122367377396328
5322,-118.43,34.05,24.0,3832.0,949.0,1613.0,893.0,3.9673,1.8062709966405375,1,0,0,0,0,13.075902598110167
5323,-118.44,34.05,20.0,5943.0,1538.0,2492.0,1429.0,4.1141,1.7438768369489153,1,0,0,0,0,12.628070334272698
5324,-118.44,34.05,22.0,3970.0,871.0,1588.0,791.0,4.8618,2.0075853350189634,1,0,0,0,0,13.122367377396328
5325,-118.43,34.04,52.0,2425.0,435.0,962.0,412.0,5.8587,2.3349514563106797,1,0,0,0,0,13.111708818640885
5326,-118.45,34.05,28.0,801.0,399.0,936.0,406.0,2.1875,2.3054187192118225,1,0,0,0,0,12.107913912447533
5327,-118.45,34.04,22.0,3319.0,1045.0,1848.0,940.0,3.6673,1.9659574468085106,1,0,0,0,0,12.554265215639417
5328,-118.45,34.04,23.0,3771.0,1321.0,2031.0,1241.0,2.7679,1.6365834004834812,1,0,0,0,0,12.533579815765737
5329,-118.46,34.05,25.0,6902.0,2138.0,3136.0,1844.0,2.6509,1.700650759219089,1,0,0,0,0,12.923914877701906
5330,-118.45,34.05,23.0,4099.0,1287.0,2103.0,1217.0,3.7549,1.7280197206244865,1,0,0,0,0,12.524530013005734
5331,-118.46,34.04,19.0,3522.0,1036.0,1820.0,977.0,3.2663,1.8628454452405323,1,0,0,0,0,12.729323752253295
5332,-118.47,34.04,21.0,5041.0,1491.0,2719.0,1420.0,3.5335,1.9147887323943662,1,0,0,0,0,12.501726607862306
5333,-118.45,34.04,19.0,3330.0,1010.0,1837.0,915.0,3.0173,2.0076502732240438,1,0,0,0,0,12.88360098454402
5334,-118.46,34.04,25.0,2142.0,718.0,1390.0,699.0,3.0069,1.988555078683834,1,0,0,0,0,12.691583538230217
5335,-118.46,34.04,25.0,2768.0,850.0,1558.0,784.0,3.6976,1.9872448979591837,1,0,0,0,0,12.793862088206213
5336,-118.46,34.04,17.0,2729.0,897.0,1404.0,758.0,3.1235,1.8522427440633245,1,0,0,0,0,12.949915316828669
5337,-118.46,34.04,31.0,2621.0,707.0,1632.0,673.0,3.287,2.424962852897474,1,0,0,0,0,12.760247946533124
5338,-118.45,34.04,21.0,2819.0,648.0,1435.0,593.0,3.9489,2.4198988195615514,1,0,0,0,0,12.794417487955563
5339,-118.45,34.03,45.0,727.0,168.0,520.0,175.0,2.6528,2.9714285714285715,1,0,0,0,0,12.611541086966115
5340,-118.45,34.03,39.0,1657.0,402.0,931.0,363.0,3.7813,2.564738292011019,1,0,0,0,0,12.725761871259474
5341,-118.44,34.04,49.0,32.0,7.0,14.0,7.0,2.1875,2.0,1,0,0,0,0,12.323860125621126
5342,-118.44,34.04,16.0,18.0,6.0,3.0,4.0,0.536,0.75,1,0,0,0,0,12.765691290604371
5343,-118.44,34.04,31.0,2670.0,662.0,1535.0,631.0,3.0714,2.4326465927099843,1,0,0,0,0,12.759385756113828
5344,-118.43,34.04,52.0,1782.0,308.0,735.0,307.0,5.2954,2.3941368078175898,1,0,0,0,0,13.092112395661816
5345,-118.42,34.04,46.0,1508.0,276.0,639.0,273.0,4.925,2.340659340659341,1,0,0,0,0,12.923426954998698
5346,-118.43,34.04,42.0,2725.0,569.0,1115.0,516.0,4.5833,2.1608527131782944,1,0,0,0,0,12.965711906537503
5347,-118.41,34.05,16.0,9728.0,2211.0,3026.0,1899.0,5.8758,1.5934702474986835,1,0,0,0,0,13.122367377396328
5348,-118.42,34.05,33.0,2921.0,652.0,1124.0,608.0,5.0151,1.8486842105263157,1,0,0,0,0,13.122367377396328
5349,-118.42,34.05,52.0,2533.0,402.0,981.0,386.0,7.8164,2.5414507772020727,1,0,0,0,0,13.122367377396328
5350,-118.4,34.05,26.0,4473.0,923.0,1518.0,805.0,5.0762,1.8857142857142857,1,0,0,0,0,13.122367377396328
5351,-118.4,34.04,40.0,2079.0,268.0,720.0,282.0,9.272,2.5531914893617023,1,0,0,0,0,13.122367377396328
5352,-118.4,34.04,42.0,1298.0,174.0,420.0,190.0,12.8483,2.210526315789474,1,0,0,0,0,13.122367377396328
5353,-118.4,34.03,36.0,1831.0,296.0,871.0,269.0,8.1484,3.2379182156133828,1,0,0,0,0,13.122367377396328
5354,-118.41,34.03,33.0,1730.0,386.0,994.0,363.0,3.7277,2.7382920110192837,1,0,0,0,0,13.122367377396328
5355,-118.41,34.04,49.0,601.0,95.0,228.0,106.0,8.0239,2.150943396226415,1,0,0,0,0,13.122367377396328
5356,-118.39,34.05,35.0,2458.0,576.0,1047.0,554.0,4.0283,1.8898916967509025,1,0,0,0,0,12.929993908996359
5357,-118.39,34.05,42.0,3105.0,559.0,1253.0,531.0,5.222,2.35969868173258,1,0,0,0,0,13.122367377396328
5358,-118.4,34.05,34.0,2113.0,459.0,859.0,432.0,3.6953,1.9884259259259258,1,0,0,0,0,13.122367377396328
5359,-118.39,34.05,25.0,2814.0,701.0,1139.0,658.0,4.0153,1.7310030395136777,1,0,0,0,0,13.038983942375959
5360,-118.41,34.04,52.0,1907.0,261.0,681.0,249.0,10.9805,2.7349397590361444,1,0,0,0,0,13.122367377396328
5361,-118.41,34.04,52.0,2113.0,332.0,800.0,327.0,11.1768,2.4464831804281344,1,0,0,0,0,13.122367377396328
5362,-118.41,34.03,36.0,3053.0,635.0,1234.0,577.0,5.1637,2.1386481802426345,1,0,0,0,0,13.122367377396328
5363,-118.42,34.04,51.0,1975.0,348.0,771.0,357.0,6.626,2.1596638655462184,1,0,0,0,0,13.122367377396328
5364,-118.42,34.04,52.0,1358.0,272.0,574.0,267.0,5.6454,2.149812734082397,1,0,0,0,0,13.122367377396328
5365,-118.39,34.04,45.0,2089.0,312.0,834.0,305.0,7.3028,2.734426229508197,1,0,0,0,0,13.122367377396328
5366,-118.39,34.04,44.0,1873.0,286.0,635.0,283.0,5.5951,2.243816254416961,1,0,0,0,0,13.041806037330252
5367,-118.4,34.04,43.0,3863.0,537.0,1398.0,511.0,8.5938,2.735812133072407,1,0,0,0,0,13.122367377396328
5368,-118.4,34.05,43.0,1028.0,145.0,394.0,149.0,10.4519,2.6442953020134228,1,0,0,0,0,13.122367377396328
5369,-118.39,34.05,42.0,1467.0,203.0,577.0,204.0,6.6368,2.8284313725490198,1,0,0,0,0,13.122367377396328
5370,-118.38,34.04,35.0,2237.0,592.0,1794.0,543.0,2.2961,3.303867403314917,1,0,0,0,0,12.243854824489109
5371,-118.38,34.04,31.0,2846.0,727.0,2120.0,672.0,2.7226,3.1547619047619047,1,0,0,0,0,12.44588057164006
5372,-118.38,34.04,45.0,767.0,130.0,254.0,118.0,6.2895,2.152542372881356,1,0,0,0,0,12.73787961339737
5373,-118.38,34.04,36.0,3005.0,771.0,2054.0,758.0,2.0437,2.7097625329815305,1,0,0,0,0,12.641423363313939
5374,-118.38,34.04,39.0,2614.0,569.0,1665.0,553.0,3.4063,3.0108499095840866,1,0,0,0,0,12.512089356545026
5375,-118.39,34.04,41.0,101.0,23.0,85.0,30.0,4.125,2.8333333333333335,1,0,0,0,0,12.377927112974284
5376,-118.39,34.04,52.0,1492.0,277.0,666.0,289.0,4.7386,2.3044982698961936,1,0,0,0,0,12.73787961339737
5377,-118.39,34.04,49.0,1230.0,279.0,669.0,269.0,3.9038,2.486988847583643,1,0,0,0,0,12.638831857462883
5378,-118.39,34.03,28.0,1722.0,536.0,1161.0,481.0,3.2228,2.413721413721414,1,0,0,0,0,12.356649805075568
5379,-118.39,34.03,25.0,3442.0,1050.0,1890.0,914.0,3.0574,2.0678336980306344,1,0,0,0,0,12.67420264562853
5380,-118.4,34.03,24.0,1101.0,318.0,491.0,287.0,3.2222,1.710801393728223,1,0,0,0,0,12.67420264562853
5381,-118.4,34.03,43.0,1006.0,201.0,520.0,199.0,6.5669,2.613065326633166,1,0,0,0,0,12.82880004419341
5382,-118.41,34.03,26.0,4376.0,1394.0,2435.0,1250.0,2.8418,1.948,1,0,0,0,0,12.698635515785552
5383,-118.4,34.02,19.0,7297.0,2331.0,3870.0,2144.0,3.116,1.805037313432836,1,0,0,0,0,12.611541086966115
5384,-118.4,34.02,27.0,515.0,201.0,397.0,228.0,2.4135,1.7412280701754386,1,0,0,0,0,12.124868013083418
5385,-118.41,34.03,24.0,3711.0,1192.0,1764.0,1147.0,3.1642,1.5379250217959894,1,0,0,0,0,12.812302081080515
5386,-118.41,34.02,24.0,2610.0,756.0,1322.0,692.0,3.5022,1.9104046242774566,1,0,0,0,0,12.547180549395199
5387,-118.41,34.02,16.0,5825.0,1866.0,3390.0,1752.0,3.0965,1.9349315068493151,1,0,0,0,0,12.676079399771027
5388,-118.39,34.03,19.0,1450.0,509.0,746.0,437.0,3.1415,1.7070938215102975,1,0,0,0,0,10.915106645867503
5389,-118.4,34.03,13.0,6152.0,1978.0,3397.0,1845.0,3.4058,1.8411924119241192,1,0,0,0,0,12.524530013005734
5390,-118.38,34.03,36.0,2101.0,569.0,1756.0,527.0,2.9344,3.332068311195446,1,0,0,0,0,12.310887512348744
5391,-118.39,34.03,39.0,1366.0,375.0,1237.0,370.0,3.7206,3.343243243243243,1,0,0,0,0,12.349744326212377
5392,-118.37,34.04,43.0,888.0,170.0,514.0,161.0,3.1827,3.1925465838509317,1,0,0,0,0,12.219980481653478
5393,-118.37,34.04,42.0,1809.0,424.0,1094.0,382.0,2.767,2.863874345549738,1,0,0,0,0,11.870606902224587
5394,-118.38,34.03,43.0,912.0,255.0,705.0,246.0,2.6402,2.8658536585365852,1,0,0,0,0,12.131893132355916
5395,-118.37,34.04,25.0,542.0,161.0,442.0,131.0,2.25,3.3740458015267176,1,0,0,0,0,12.71680126459136
5396,-118.37,34.04,43.0,1465.0,278.0,727.0,290.0,4.0781,2.5068965517241377,1,0,0,0,0,12.575568548598568
5397,-118.42,34.03,45.0,1262.0,223.0,637.0,221.0,5.0866,2.8823529411764706,1,0,0,0,0,12.96524396190553
5398,-118.43,34.03,45.0,1740.0,311.0,788.0,306.0,5.2099,2.5751633986928106,1,0,0,0,0,12.830943661992771
5399,-118.43,34.03,39.0,1733.0,429.0,855.0,387.0,3.2308,2.2093023255813953,1,0,0,0,0,12.739054008205294
5400,-118.43,34.03,26.0,1706.0,516.0,894.0,435.0,3.1875,2.0551724137931036,1,0,0,0,0,12.828531768586906
5401,-118.42,34.03,44.0,904.0,176.0,358.0,158.0,3.3542,2.2658227848101267,1,0,0,0,0,12.74898106804298
5402,-118.44,34.03,25.0,2059.0,659.0,1349.0,588.0,3.2396,2.29421768707483,1,0,0,0,0,12.772525010724586
